Time:,2024/12/13 0:21:24
Mode:,I-t - Amperometric i-t Curve
Range,5.0E-2A
Init E (mV),2000
Run Time (mS),180000
Quiet Time (mS),2000
Sample Int (mS),100
Filter (1-9999),9950

Time(S),Current(A)
6.0700e+001,-2.3823e-006
6.0800e+001,-2.5826e-006
6.0900e+001,-2.4458e-006
6.1000e+001,-3.1946e-006
6.1100e+001,-2.2624e-006
6.1200e+001,-2.0754e-006
6.1300e+001,-2.4623e-006
6.1400e+001,-2.8130e-006
6.1500e+001,-2.2872e-006
6.1600e+001,-2.4337e-006
6.1700e+001,-3.0810e-006
6.1800e+001,-2.7268e-006
6.1900e+001,-2.5758e-006
6.2000e+001,-2.1292e-006
6.2100e+001,-2.8052e-006
6.2200e+001,-2.5909e-006
6.2300e+001,-2.7151e-006
6.2400e+001,-2.1356e-006
6.2500e+001,-2.2939e-006
6.2600e+001,-2.5004e-006
6.2700e+001,-2.8450e-006
6.2800e+001,-2.6866e-006
6.2900e+001,-2.4293e-006
6.3000e+001,-2.7367e-006
6.3100e+001,-2.7833e-006
6.3200e+001,-2.0314e-006
6.3300e+001,-2.1506e-006
6.3400e+001,-2.6579e-006
6.3500e+001,-2.4149e-006
6.3600e+001,-1.8792e-006
6.3700e+001,-2.5708e-006
6.3800e+001,-2.5880e-006
6.3900e+001,-2.7161e-006
6.4000e+001,-2.1706e-006
6.4100e+001,-2.4589e-006
6.4200e+001,-2.6335e-006
6.4300e+001,-2.5132e-006
6.4400e+001,-2.0214e-006
6.4500e+001,-2.3986e-006
6.4600e+001,-2.3532e-006
6.4700e+001,-2.5764e-006
6.4800e+001,-2.1114e-006
6.4900e+001,-2.1925e-006
6.5000e+001,-2.6029e-006
6.5100e+001,-2.4808e-006
6.5200e+001,-2.1838e-006
6.5300e+001,-2.1235e-006
6.5400e+001,-2.0273e-006
6.5500e+001,-2.2904e-006
6.5600e+001,-2.5278e-006
6.5700e+001,-2.5064e-006
6.5800e+001,-1.8810e-006
6.5900e+001,-2.6588e-006
6.6000e+001,-2.1119e-006
6.6100e+001,-2.6761e-006
6.6200e+001,-2.8090e-006
6.6300e+001,-2.2480e-006
6.6400e+001,-2.0513e-006
6.6500e+001,-2.5042e-006
6.6600e+001,-2.2313e-006
6.6700e+001,-2.1646e-006
6.6800e+001,-2.4388e-006
6.6900e+001,-2.3332e-006
6.7000e+001,-2.3065e-006
6.7100e+001,-2.4982e-006
6.7200e+001,-2.2954e-006
6.7300e+001,-2.9549e-006
6.7400e+001,-2.6198e-006
6.7500e+001,-2.4202e-006
6.7600e+001,-2.2697e-006
6.7700e+001,-2.2220e-006
6.7800e+001,-2.3852e-006
6.7900e+001,-2.2477e-006
6.8000e+001,-2.8023e-006
6.8100e+001,-2.1417e-006
6.8200e+001,-1.9587e-006
6.8300e+001,-2.1173e-006
6.8400e+001,-2.3830e-006
6.8500e+001,-3.0704e-006
6.8600e+001,-1.9073e-006
6.8700e+001,-1.8387e-006
6.8800e+001,-2.8763e-006
6.8900e+001,-2.3788e-006
6.9000e+001,-2.4888e-006
6.9100e+001,-1.9931e-006
6.9200e+001,-2.0209e-006
6.9300e+001,-2.5356e-006
6.9400e+001,-2.8109e-006
6.9500e+001,-2.2775e-006
6.9600e+001,-2.3423e-006
6.9700e+001,-3.0721e-006
6.9800e+001,-2.9827e-006
