n_cycles,peak_mean,peak_std,peak_max,peak_min,CV_percent,AUC,SNR_dB,rise_slope,fall_slope,symmetry,period_mean,period_std,filename
86,0.022454742746566857,0.0014879687266280538,0.027654904330169764,0.0185108164412343,6.62652315113052,0.9744233829807127,31.830451400766236,0.038371263917076535,0.03798259744666665,1.0102327512212832,0.685647058823529,0.07795092058956513,state1_25.xlsx
59,0.01680322585228216,0.0013355108474036666,0.01988762401162404,0.014438317434716835,7.94794320533567,0.6878876709494544,34.567317946504176,0.028235161444049913,0.02532755429395806,1.1148001546594442,1.0120689655172412,0.3438662461535826,state1_30.xlsx
49,0.01478491924169579,0.0008575390577612452,0.017476596716308135,0.01311278488777447,5.800092944321607,0.6351260309380711,38.669063924505295,0.01899363555276281,0.016541548091349133,1.1482380879874274,1.4162500000000005,0.18609613331107613,state1_35.xlsx
21,0.012640902460129347,0.0009030027307435741,0.014476325870534337,0.011140033044059767,7.14349892020553,0.3064906881159317,39.189973268423216,0.014088674581696044,0.010951958779956365,1.2864068304822616,1.9225000000000023,0.413483675614878,state1_40.xlsx
42,0.019503527769744993,0.0012026847977516188,0.022475775655761532,0.016820760925449908,6.166498758328703,1.323044950759252,40.441587482025156,0.013545505973766261,0.012873045568934708,1.0522378640882262,2.579756097560975,0.39904451616011294,state1_45.xlsx
34,0.02211958872221509,0.0011249143064812116,0.02397604087771562,0.01988306828841116,5.08560227139956,1.0495398543198844,38.41070787048106,0.019820196269147487,0.019384956559806432,1.022452446978576,2.1175757575757572,0.49619784851090465,state1_50.xlsx
33,0.02173006823919708,0.002484714619471897,0.025953516651458564,0.017418876222340538,11.43445382739261,1.1871619547207324,39.197598617944166,0.017829658975968225,0.015964940539354756,1.1168008381877026,2.4165625000000013,0.92469795533122,state1_55.xlsx
63,0.02085056135342318,0.002333647930564936,0.024581961760818564,0.015937762423846633,11.1922546880581,2.3906160844826414,43.21550188212127,0.012879944384927998,0.00963711784504133,1.3364933989631795,2.4988709677419347,1.0666031472263897,state1_60.xlsx
30,0.024272670400670264,0.0022321999888642928,0.026995539966498477,0.01736509735253302,9.196351089588614,1.4782458885301466,41.176407005084236,0.013665349694510913,0.012921973526133794,1.057528067742415,2.519310344827584,0.5356268067412905,state1_65.xlsx
36,0.020431959952690273,0.0012051491191084351,0.0223327852940046,0.01694468072655483,5.898352981793865,1.1344241788989091,37.32553458242046,0.01755354389370529,0.014188213258311263,1.2371919969149507,2.0717142857142856,0.5419250644786425,state1_70.xlsx
37,0.023627168988924994,0.0032466799832061503,0.026396737066253912,0.0057568976765587695,13.741299199781404,1.2156485200431846,36.440781362263294,0.020863576376341033,0.018615889554147204,1.1207402319215574,1.878611111111108,0.5238010265664464,state1_75.xlsx
56,0.025346865141241296,0.0018780674710734114,0.028166004146536916,0.019944138408028094,7.4094664590993204,1.87622544640328,36.84200437190156,0.0217695991965285,0.018833595332102708,1.1558918418206237,1.708181818181819,0.6164623144393886,state1_80.xlsx
14,0.02531964446154086,0.0020921055592149,0.027703635654001885,0.020987541418417202,8.262776210750875,0.5177779070910569,36.96320111712368,0.019873439862972905,0.018580411318433767,1.069590953740422,1.9246153846153833,0.6663749855012459,state1_85.xlsx
8,0.3780975413215891,0.020997088587100622,0.4105688851714274,0.343450676526816,5.5533523211254225,12.122862763192986,51.68341446616033,0.04253987939866392,0.05308369038795473,0.8013738134588451,4.182857142857139,0.34648085025269226,state1_90.xlsx
